  0.0000000000000000e+000	  8.6103254754433800e-001	  0.0000000000000000e+000	  4.5623546036146556e-001	  5.9329826547350369e-002	  2.8660774553966278e-001	  0.0000000000000000e+000	  2.1821819789699379e-001	  1.2887622089203354e-001	  1.7308317140861462e-001	  0.0000000000000000e+000	  7.9967202613326172e-001	  4.4661875358987912e-002	
  1.0007525937811355e-003	  4.6331948593408245e-001	  4.2625612416935261e-003	  4.1393551003124612e-001	  1.3593955079161912e-001	  2.5907575057518278e-001	  9.5913609605328187e-002	  2.8021205981354247e-001	  1.9883781905445133e-001	  1.3009898979718598e-001	  5.0221741337070847e-001	  4.7270819182629514e-001	  1.1964711806352585e-001	
  0.0000000000000000e+000	  2.0212340515179694e-001	  1.1761740599306654e-002	  4.0371408730465252e-001	  1.6404039189693756e-001	  2.6238079031188777e-001	  1.7968337186917421e-001	  3.3533181398182488e-001	  2.2578266830540422e-001	  1.0587434440744051e-001	  7.3686608783599283e-001	  2.4157188174281979e-001	  1.8736760936160801e-001	
  1.5483484724808368e-002	  9.1474398652167960e-003	  4.1032463738653949e-002	  4.3780671176437891e-001	  1.4124997842254886e-001	  3.5703295053316708e-001	  3.1336873725152209e-001	  3.7572830806994284e-001	  2.7080645122622449e-001	  1.2767922734134207e-001	  4.2001495851481851e-001	  6.8513554615053929e-002	  2.6839545341639670e-001	
  3.8601662960278130e-002	  0.0000000000000000e+000	  5.3579221405235147e-002	  3.5073320171947309e-001	  1.4641565469381185e-001	  3.6042145179653745e-001	  3.3286171615412996e-001	  3.9161741539802003e-001	  2.6342631472623107e-001	  1.4406932968982880e-001	  1.2831681038675660e-001	  3.3721716618222625e-002	  3.5062181332635151e-001	
  4.1316418342651907e-002	  5.3320975598885453e-003	  6.6167365983415299e-002	  2.8393404957095564e-001	  1.5796714473820322e-001	  3.2859064702512603e-001	  3.1172435165773849e-001	  3.8074923566775049e-001	  2.5130816747305607e-001	  1.5324818716123215e-001	  0.0000000000000000e+000	  3.6674577823213587e-002	  4.1692935230572276e-001	
  1.3069258037741128e-002	  2.8305191617181827e-002	  8.7418246631432189e-002	  1.6524911275122395e-001	  2.1744429067783069e-001	  2.8563966074301794e-001	  2.6658149735104708e-001	  3.5486864684645097e-001	  2.1470394194797959e-001	  1.8442642598311806e-001	  1.3066410799465035e-002	  5.2567223972231486e-002	  4.3619217485975015e-001	
  0.0000000000000000e+000	  1.2133345288487904e-002	  1.3511203109419936e-001	  1.0292977057472501e-001	  2.4958542375359463e-001	  2.6980911953884146e-001	  2.3612633455931328e-001	  3.0625614303658916e-001	  1.7732988329713265e-001	  2.1685102246328958e-001	  2.5693519268651027e-002	  5.0570507606098380e-002	  4.0298329183151926e-001	
  0.0000000000000000e+000	  8.5215980957093172e-003	  1.8279543680659907e-001	  7.2829953348800713e-002	  2.5921698717264902e-001	  2.4633066323833064e-001	  1.9620246280596157e-001	  2.4189872071791335e-001	  1.2443553965016550e-001	  2.7063929740755904e-001	  3.9821313565641676e-002	  8.0571759314156097e-002	  3.4589531733984769e-001	
  1.4761478755349821e-002	  6.5628719364799084e-004	  2.4509077070994656e-001	  5.7510462401645951e-002	  2.5894183637270157e-001	  2.2908947286592027e-001	  1.6589889768750687e-001	  1.7217361417976737e-001	  7.2864939545484814e-002	  3.3415036931731340e-001	  3.5662906587345951e-002	  9.5583373098896723e-002	  2.5668482477085175e-001	
  4.5184333516314484e-002	  9.4633991417681258e-003	  2.9958567987522200e-001	  4.6936218443892397e-002	  2.3807065751079101e-001	  1.9710199937562878e-001	  1.2798998462988423e-001	  1.0246201659484022e-001	  2.0111074537105152e-002	  3.7488990636413416e-001	  4.0765009118710220e-002	  1.2057838051717651e-001	  1.5199743104584337e-001	
  8.3647780387519161e-002	  4.3432922023083319e-003	  3.4478066448456968e-001	  4.0010800838622053e-002	  2.2295601900447232e-001	  1.8176789682064737e-001	  9.7702322645304346e-002	  5.4164851849415240e-002	  0.0000000000000000e+000	  3.8938340041628022e-001	  3.3549936347898088e-002	  1.0595155281443945e-001	  8.7907371388530844e-002	
  1.3384260562243697e-001	  1.4613684094697392e-002	  3.6193753401676354e-001	  3.2244641176171845e-002	  2.0219187230900701e-001	  1.5531895567531664e-001	  6.0186502836205226e-002	  2.2940546528267818e-002	  0.0000000000000000e+000	  3.6668483781060657e-001	  3.9098637205711231e-002	  1.0406285838297456e-001	  4.6583404324042441e-002	
  1.8765216176160882e-001	  9.8240616060995389e-003	  3.7376608579299658e-001	  2.6906189673253981e-002	  1.8794599201132131e-001	  1.4227509493442633e-001	  3.7286002355194713e-002	  7.3800143338881479e-003	  2.3798021888026270e-002	  3.1719829189410031e-001	  3.5052961245742968e-002	  7.1971854307127325e-002	  1.2523495586240388e-003	
  2.6392320666645797e-001	  1.7303691934900372e-002	  3.4739860523631327e-001	  1.9309709348785089e-002	  1.7274516704148438e-001	  1.0764180276170333e-001	  0.0000000000000000e+000	  0.0000000000000000e+000	  7.9827736592411533e-002	  2.3147090231988693e-001	  2.9864211059527856e-002	  6.7120804182148233e-002	  8.4910733751583645e-004	
  3.1116226215569281e-001	  0.0000000000000000e+000	  3.2444358476548746e-001	  1.9024128302416354e-002	  1.6580327453650223e-001	  1.0299684028201628e-001	  0.0000000000000000e+000	  0.0000000000000000e+000	  1.4889566878449886e-001	  1.5435111077124597e-001	  1.2616874376778955e-002	  2.0344044568997952e-002	  0.0000000000000000e+000	
  3.4788687334021529e-001	  0.0000000000000000e+000	  2.8047175039015865e-001	  1.5619064079461679e-002	  1.5851886865214709e-001	  7.8607913241108135e-002	  0.0000000000000000e+000	  0.0000000000000000e+000	  1.9499694984258756e-001	  9.3150679179784257e-002	  1.0925860019160204e-002	  1.6908264489989017e-002	  0.0000000000000000e+000	
