  0.0000000000000000e+000	  0.0000000000000000e+000	  8.1192105782989313e-002	  4.0601302932094831e-003	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  2.1787679130599316e-001	  0.0000000000000000e+000	  4.8769862341183495e-003	  1.1800910820095841e-002	  8.9524730035939193e-002	  2.7569428035059645e-001	
  0.0000000000000000e+000	  0.0000000000000000e+000	  8.6353395963575094e-002	  4.9773391568408926e-003	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  2.2285982743134197e-001	  0.0000000000000000e+000	  1.3797187619876798e-002	  1.2318381615988834e-002	  9.3289661791298092e-002	  2.5595778480257642e-001	
  0.0000000000000000e+000	  0.0000000000000000e+000	  9.4388056224520026e-002	  6.6187227541239391e-003	  0.0000000000000000e+000	  0.0000000000000000e+000	  0.0000000000000000e+000	  2.2780760130920200e-001	  0.0000000000000000e+000	  1.8580414946999333e-002	  1.4029736322082724e-002	  9.8421048740096689e-002	  2.4160151405771974e-001	
  0.0000000000000000e+000	  0.0000000000000000e+000	  1.0471136125422154e-001	  6.4940320904963416e-003	  0.0000000000000000e+000	  3.6278405921157386e-003	  4.5364744649800589e-004	  2.3116421848918042e-001	  0.0000000000000000e+000	  1.7820991438032566e-002	  1.6046170936714486e-002	  1.0555607283917443e-001	  2.3110967667794738e-001	
  0.0000000000000000e+000	  0.0000000000000000e+000	  1.1406408007738249e-001	  5.5502594815379945e-003	  0.0000000000000000e+000	  8.1908883119429250e-003	  7.8525824795846262e-004	  2.3317080041802082e-001	  5.3420288509535008e-003	  1.7729508566095016e-002	  1.7760401813047041e-002	  1.1223180005687150e-001	  2.1767840024477952e-001	
  0.0000000000000000e+000	  0.0000000000000000e+000	  1.2357880461214982e-001	  4.0805000930457126e-003	  0.0000000000000000e+000	  1.4335977806764350e-002	  0.0000000000000000e+000	  2.3348658895853833e-001	  1.3503127440965990e-002	  1.7423653153857702e-002	  1.9564284184262273e-002	  1.1933262749659494e-001	  2.0324096004597197e-001	
  0.0000000000000000e+000	  0.0000000000000000e+000	  1.3251313492515307e-001	  2.3561452077649546e-003	  0.0000000000000000e+000	  2.0317333481265312e-002	  0.0000000000000000e+000	  2.3283566464647407e-001	  2.2392514559171777e-002	  1.9120656421963065e-002	  2.1491816521269590e-002	  1.2646360406590715e-001	  1.8881533569483769e-001	
  1.0667220286901175e-003	  0.0000000000000000e+000	  1.4068180348250514e-001	  1.3793162103026271e-003	  0.0000000000000000e+000	  2.5536703953578453e-002	  0.0000000000000000e+000	  2.3110129351248251e-001	  2.9951953159442039e-002	  2.1506090957637506e-002	  2.3789428449828745e-002	  1.3378316033236029e-001	  1.7683297173450846e-001	
  2.4813805056992915e-003	  0.0000000000000000e+000	  1.4722755799490125e-001	  1.6250691834307488e-004	  0.0000000000000000e+000	  3.0617554688377169e-002	  0.0000000000000000e+000	  2.2736192959983892e-001	  3.9288167162495301e-002	  2.4916810582294651e-002	  2.6300746195666226e-002	  1.4162863296083611e-001	  1.6540788032388573e-001	
  3.0982601073291406e-003	  0.0000000000000000e+000	  1.5363040986673102e-001	  0.0000000000000000e+000	  0.0000000000000000e+000	  3.5526906733555838e-002	  0.0000000000000000e+000	  2.2296330234593520e-001	  4.8747954761921189e-002	  2.8165595721866835e-002	  2.8330879401431697e-002	  1.4796132316737742e-001	  1.5478940441363631e-001	
  4.1098329644777875e-003	  0.0000000000000000e+000	  1.5960331890772600e-001	  0.0000000000000000e+000	  0.0000000000000000e+000	  4.0961924333890114e-002	  0.0000000000000000e+000	  2.1689027820364012e-001	  5.8214691320546776e-002	  3.0802434122473622e-002	  3.0573543024272936e-002	  1.5505712813410752e-001	  1.4550274841116687e-001	
