Wavelength (nm),Absorbance (AU),Std.Dev.
190,0.247184753417969,0.0000942595021290678
191,0.240158081054687,0.0000615563343715451
192,0.234111309051514,0.0000350945345667545
193,0.228920459747314,0.0000371458900745056
194,0.224593162536621,0.0000362952645960768
195,0.220503807067871,0.0000375212067359997
196,0.217073440551758,0.0000341230214363381
197,0.213890075683594,0.0000238203905733845
198,0.210592269897461,0.000039750176277268
199,0.207279205322266,0.0000435778032638392
200,0.204037666320801,0.0000378380125118534
201,0.20093297958374,0.0000371435945914053
202,0.198183059692383,0.0000355347675745036
203,0.195633888244629,0.0000316935333260484
204,0.193279266357422,0.0000426742616812957
205,0.190909862518311,0.0000395738933267138
206,0.188429832458496,0.0000288791731447729
207,0.18601131439209,0.0000355139659526166
208,0.183716297149658,0.0000341854332773384
209,0.181247711181641,0.0000488019012276175
210,0.178846836090088,0.000043680730276426
211,0.176382541656494,0.0000315650351780612
212,0.174005508422852,0.0000413503330014778
213,0.171595096588135,0.0000321122478433684
214,0.169288635253906,0.0000407193527054509
215,0.167069435119629,0.0000351705791511889
216,0.164798736572266,0.0000399456081546112
217,0.162761688232422,0.0000352262946352783
218,0.160676002502441,0.0000331787529852827
219,0.158642768859863,0.0000309586318401199
220,0.15670919418335,0.0000300847027043848
221,0.154798030853271,0.0000349736570442221
222,0.152931213378906,0.0000287716997911133
223,0.150986671447754,0.0000250583484381137
224,0.149127006530762,0.0000308989006792496
225,0.147285938262939,0.000035635403426234
226,0.145513534545898,0.0000319017957376055
227,0.143592834472656,0.0000318581111141217
228,0.141785621643066,0.000041989431084568
229,0.139896392822266,0.0000471851992677802
230,0.138021469116211,0.0000444470041632563
231,0.13615083694458,0.0000259252113705982
232,0.134293556213379,0.0000326407138357623
233,0.132498264312744,0.0000278541886263299
234,0.130661964416504,0.0000297206713818434
235,0.128842353820801,0.000044688063187141
236,0.127105712890625,0.0000288082265224327
237,0.125471591949463,0.0000316253056088936
238,0.12387228012085,0.0000273776792496847
239,0.122452259063721,0.0000337730668264073
240,0.120969772338867,0.0000295287931283242
241,0.119588851928711,0.0000291139251964234
242,0.118261814117432,0.0000408267016945463
243,0.116967678070068,0.0000280281295961105
244,0.11582088470459,0.0000271750119803136
245,0.114616870880127,0.0000336263183827667
246,0.113462924957275,0.0000446002085153771
247,0.112430572509766,0.0000488566151590862
248,0.111441135406494,0.000044742725950035
249,0.110462188720703,0.0000465447782207963
250,0.109547138214111,0.0000405641029207329
251,0.108684062957764,0.000033667708794977
252,0.107786178588867,0.0000368200426375401
253,0.106978893280029,0.0000301427471719343
254,0.106261253356934,0.0000385494163286308
255,0.105367660522461,0.0000502774983142572
256,0.104617118835449,0.0000374157683297294
257,0.103896141052246,0.0000436338569384361
258,0.103108406066895,0.0000515524704104296
259,0.102272987365723,0.0000577986827397449
260,0.101492404937744,0.0000443842936638645
261,0.100745677947998,0.0000505705983210378
262,0.0998892784118652,0.0000527417248994807
263,0.0990366935729981,0.0000518087467384355
264,0.0981593132019043,0.0000468951830030222
265,0.0973773002624512,0.0000474638638997242
266,0.0964808464050293,0.0000490713858555222
267,0.0956034660339356,0.0000408976478538714
268,0.094606876373291,0.0000442162023278643
269,0.0937051773071289,0.00005238593872178
270,0.0928111076354981,0.0000517593501785898
271,0.0917959213256836,0.0000348017632551461
272,0.0907773971557617,0.0000398986208432939
273,0.0897350311279297,0.0000568527086712961
274,0.0887713432312012,0.0000555285009043615
275,0.0878520011901856,0.0000385354054645822
276,0.0868139266967773,0.0000485320914850827
277,0.0858840942382813,0.0000519752502441406
278,0.0848197937011719,0.0000506705392028245
279,0.083855152130127,0.0000459610175225195
280,0.0829029083251953,0.0000379452737471252
281,0.0819602012634277,0.0000441158132074695
282,0.0810561180114746,0.000047731375718087
283,0.080012321472168,0.000052492169757582
284,0.0790181159973145,0.0000424525687677662
285,0.0780787467956543,0.0000351244866575296
286,0.0771422386169434,0.0000381082099429496
287,0.0762639045715332,0.0000385781595285944
288,0.075340747833252,0.0000446269652027479
289,0.0743222236633301,0.0000481829732697467
290,0.0734243392944336,0.0000426049397896791
291,0.0724997520446777,0.0000333129714438618
292,0.0716128349304199,0.0000399761913875341
293,0.0707650184631348,0.0000424324792159979
294,0.069798469543457,0.0000312492094717582
295,0.0689663887023926,0.0000402228465876835
296,0.0682191848754883,0.0000479594839503485
297,0.0673289299011231,0.0000412684585669088
298,0.0665392875671387,0.000043238640662398
299,0.0656766891479492,0.0000352133829534975
300,0.0648632049560547,0.0000346946139594674
301,0.0641660690307617,0.0000405472835552661
302,0.0633993148803711,0.0000339526808145864
303,0.0625205039978027,0.0000327050854257228
304,0.0617928504943848,0.0000407102778215246
305,0.0610547065734863,0.0000541624885005165
306,0.0603604316711426,0.0000418938826172308
307,0.0596332550048828,0.0000314323951238162
308,0.0589008331298828,0.0000432452133827616
309,0.0582976341247559,0.0000516780176179242
310,0.0574784278869629,0.0000469956827423311
311,0.0567936897277832,0.0000382682244180599
312,0.0561428070068359,0.0000282352430399108
313,0.0554256439208984,0.0000439298767392356
314,0.0547680854797363,0.0000475368622585942
315,0.0541720390319824,0.0000406739580385897
316,0.0534453392028809,0.0000465838422463219
317,0.0528721809387207,0.0000582376118135778
318,0.0521540641784668,0.0000508184042024563
319,0.0516324043273926,0.000044635880534289
320,0.0508799552917481,0.000057512768525871
321,0.0504016876220703,0.0000491269567344873
322,0.0498514175415039,0.0000582639594806897
323,0.0491323471069336,0.0000559943684447325
324,0.048576831817627,0.0000452668925716622
325,0.0479345321655273,0.0000452028044967412
326,0.0473837852478027,0.0000531058319147731
327,0.0467824935913086,0.0000483866379906577
328,0.0462112426757813,0.0000474411037642974
329,0.0456676483154297,0.0000544022926576337
330,0.0450940132141113,0.0000458371732105415
331,0.0445671081542969,0.0000569026785410788
332,0.0438761711120606,0.0000492205903240467
333,0.0433487892150879,0.0000520484740993277
334,0.0428147315979004,0.0000431912875493889
335,0.0422406196594238,0.0000434824769090745
336,0.0417180061340332,0.0000617665192500111
337,0.0411906242370606,0.0000653214696203912
