Wavelength	240	250	260	270	280	290	300	310	320	330	340	350	360	370	380	390	400	410	420	430	440	450	460	470	480	490	500
nm	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps	CPS / MicroAmps
300	6368684.30285716	3279546.92518466	2488434.91675036	2611848.93362301	2932698.56871516	6290904.88542308	0	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
302	6394428.96036315	3169682.93513843	2429752.8168384	2415142.09373594	2710307.82180324	4966510.79513631	5152516.26532094	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
304	6257738.42774849	3093784.17350172	2323823.71877429	2266692.40222944	2487553.9119916	3910365.58755813	5152516.26532094	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
306	6220379.04175379	3028511.45667348	2240314.81393621	2134968.91910345	2349214.18348843	3209353.37011244	5152516.26532094	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
308	6142262.89936439	2955007.50577459	2160175.77202842	2039932.78305955	2233239.56140109	2761457.49186388	5152516.26532094	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
310	6057063.5054753	2890804.87476506	2076521.81265165	1911833.22681523	2068318.83786717	2419362.06282011	5152516.26532094	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
312	5975211.22636676	2802900.86805404	2003719.02411391	1828967.43987094	1880228.65515426	2158453.86703442	4034443.44156373	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
314	5812563.83674078	2703801.61737488	1897053.92904746	1731511.74380896	1717860.84678342	1961386.76610585	3141923.69118078	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
316	5617062.35845216	2635335.07294116	1823328.1243905	1661545.10176125	1619506.26806974	1826972.06574335	2570628.77712549	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
318	5547100.94657364	2563672.54316185	1762112.03151405	1598580.59323883	1540306.42717211	1754124.44162755	2206186.44375307	4138376.56532338	3464572.70981884	2781339.90901023	2148072.92167202	1678565.33123174	1392294.29215604	1169917.14048699	964633.600020566	846845.66003861	838520.671882261	839454.845492471	836349.769412469	853181.492019126	780630.519969097	765445.921386869	751147.217042176	759263.032933534	1026971.24987588	1124902.62091596	1374390.69387773
