"","240","250","260","270","280","290","300","310","320","330","340","350","360","370","380","390","400","410","420","430","440","450","460","470","480","490","500"
"300",-10464407.1268291,-5217215.33529342,-3928813.62056756,-3992770.60846309,-4337053.85496481,-7389105.02208837,-367287.561204267,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
"302",-10418234.4399683,-5158370.81201047,-3779587.7765391,-3692999.14415964,-3991438.30891233,-6059667.12317062,-5410040.49769164,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
"304",-10337774.3657452,-5004902.00638753,-3658338.01418571,-3457628.46924211,-3702679.13199305,-5056075.61897363,-5410040.49769164,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
"306",-10337683.6958091,-4897426.60231708,-3551270.92035851,-3305678.50695713,-3541636.34570976,-4342065.54393665,-5410040.49769164,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
"308",-10218120.0062565,-4814030.96757475,-3415758.83797208,-3119077.57947991,-3369339.41229169,-3816793.62954608,-5410040.49769164,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
"310",-10094862.3859868,-4710354.17662982,-3282363.53369247,-2970798.25170483,-3132732.76139169,-3425100.8382076,-5410040.49769164,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
"312",-9919932.44487882,-4642381.57795218,-3161665.59592138,-2837444.89863054,-2848315.88690798,-3110920.68580496,-4461385.5614966,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
"314",-9672120.33670703,-4480553.03371237,-3019026.60385168,-2707759.84563982,-2624120.12488811,-2847218.12375577,-3793815.75758574,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
"316",-9572469.63201182,-4372250.60304974,-2918109.08972809,-2579474.86879515,-2485618.23408036,-2717163.22413309,-3304134.08473152,-3746203.31265601,-2623818.42352869,-1784993.36391716,-1285615.5025145,-929042.126824202,-742157.487641193,-598918.225858234,-511562.970889432,-459428.507661279,-430200.60619939,-420716.692971321,-409316.747455215,-408963.200118515,-348935.963181222,-336047.331907001,-329917.993869175,-338190.143101968,-547338.242833767,-629489.236764716,-894603.42835511
