"","240","250","260","270","280","290","300","310","320","330","340","350","360","370","380","390","400","410","420","430","440","450","460","470","480","490","500"
"300",-2147158.62555803,-1028634.74181402,-786058.84299194,-768928.29317295,-758909.78632482,-1211865.10294629,0,-773298.68916072,-494663.20613912,-381504.13067902,-255695.11758114,-216305.508048625,-173905.69799226,-149419.386889054,-123328.706827473,-107557.417737351,-84967.795101634,-74741.9437177,-64767.267753838,-58577.604469889,-50869.532768441,-44974.304995493,-40913.404138083,-31476.12562846,-32218.751855328,-29619.089825291,-24352.05564401
"302",-2135200.07789883,-1020675.31007589,-732226.01424777,-680534.5110605,-703807.2944343,-1090153.12122196,0,203968.56318588,-529436.96176812,-359858.59431089,-258468.75980487,-207249.395670843,-169327.253534459,-141616.805133486,-121253.979756516,-102629.433636973,-81589.462645494,-73900.572501485,-63449.5565841979,-57283.069351933,-49451.005287408,-39062.369409512,-37037.750759018,-22737.903791018,-28466.453399885,-24743.256608276,-22263.77753358
"304",-2086206.27500264,-977832.50094213,-701086.31133638,-643586.46253749,-655072.02626884,-933511.12292308,0,-101451.805576593,-563503.25764673,-353123.89254561,-264669.09394223,-198215.967851304,-160371.990210883,-138359.655958463,-114218.120691944,-95317.353825759,-76649.424934041,-70466.94784403,-62378.038515985,-52886.95430037,-49087.408734505,-40091.604759682,-39580.259254709,-21123.933792653,-26708.362730881,-24675.89555015,-19052.114441161
"306",-2044842.17587106,-942537.50670479,-689119.52875805,-613017.98423088,-650880.2979512,-795534.93558248,-1977050.73339234,0,-588933.53456478,-355003.23451643,-299431.76083683,-198375.386107214,-160316.360067852,-133483.564907743,-103207.419261323,-95240.292130552,-78451.782005369,-70291.336528842,-60532.408377526,-55490.210435033,-45369.325085263,-41045.308241311,-34344.076103235,-22738.990856841,-32483.169528419,-23825.150484818,-22017.255871693
"308",-1908544.48943214,-959481.87867342,-642520.04587916,-555214.78190307,-614443.16920426,-689988.87123268,-799945.54461685,0,-598693.79884984,-366852.56434603,-303166.48102075,-195023.908846473,-156366.905058765,-134619.733404282,-106481.803081766,-93599.4905207229,-79806.99514484,-68254.640930745,-56794.665539195,-49147.671176095,-42897.738576929,-36544.2385652279,-34251.370406902,-22411.327736419,-27399.826449532,-24053.711728041,-20447.651297221
"310",-1921522.39176823,-928033.62702196,-635636.54888476,-524470.48616055,-563561.01190525,-613423.40243045,-914014.65723376,0,-500677.93861376,-383492.52006347,-286353.79787323,-197437.873169923,-155307.997547212,-129155.575015826,-101585.858407466,-87510.853874639,-73020.92397224,-63025.0139621249,-57093.334378086,-50784.863260094,-42027.392109829,-36702.321308376,-31906.393629523,-23670.814115157,-24228.0872818,-22399.784431013,-21070.665967976
"312",-1892618.87456755,-858926.50605723,-590522.52456807,-507384.9757641,-512434.94677164,-546531.3779003,-800740.68047031,0,-47797.4113922501,-406255.23781431,-271346.13383547,-195487.049681395,-155029.108896902,-127097.984384744,-102213.966024248,-84572.475044621,-70741.444155383,-63500.1630905161,-51905.460921533,-49123.519702027,-40926.941751967,-33770.340176703,-32737.698195914,-21246.185319596,-24533.117612412,-26703.964928595,-19838.667409822
"314",-1821041.87657873,-815101.38156209,-544963.81535257,-478582.53321536,-457543.38102562,-488853.82165532,-671092.68466452,0,-27359.694556423,-414760.93483733,-270249.87255269,-212904.111428689,-152368.241675855,-126056.357798845,-100566.951134518,-84124.345478031,-69891.2061777679,-61314.523613766,-50914.406295202,-47257.752637594,-40194.851582014,-35401.178529256,-31856.974751309,-19800.662335342,-24411.647530915,-24224.92641227,-17982.915676572
"316",-1729954.97716226,-835492.98270183,-538954.99304082,-448407.56127636,-435435.57999944,-474252.55830133,-569656.78245918,-836048.369946794,0,-434660.38724478,-274523.7875951,-231813.187943705,-147713.467548533,-121478.449992412,-95546.291533075,-78455.7978565241,-69270.738235341,-60026.350665358,-49427.943154578,-46873.585219341,-39855.437842918,-32255.359014381,-30357.0077407419,-21144.624442086,-24828.661828152,-18577.257362914,-17116.728916736
