"","240","250","260","270","280","290","300","310","320","330","340","350","360","370","380","390","400","410","420","430","440","450","460","470","480","490","500"
"300",4064081.0122712,2121031.76105834,1611050.49090243,1709538.51351782,1834273.5388426,3346796.69017456,0,3694610.32075809,1399468.54339783,1046154.44484132,762192.640946314,643112.676037215,597031.681099037,545182.738915164,486798.502546853,450604.60765039,399633.070400911,378660.272250561,348201.467381056,323516.72037245,302363.450196681,274569.64493455,252209.933462919,254444.972801606,211975.575470022,194830.865819162,182178.521159872
"302",4054829.51981094,2040772.10723417,1555161.87222503,1554645.8204921,1720632.5683079,2831795.96502514,0,5185355.22629578,1512705.79879796,998286.527491911,760047.088994938,629207.964612727,573024.542773904,524866.261296845,465500.625841966,432344.94485405,384953.323252245,362621.764991328,332787.578129794,305037.34634126,285896.771348676,261951.44774266,240599.889404193,227895.298645908,204794.420607716,184228.34263576,174935.399883292
"304",3917731.42800921,1991578.79458131,1507856.77209379,1456001.35426593,1594516.55968792,2306778.10974458,-116.498824698122,-7241799.72117338,1660279.96762225,980465.321319016,784254.424075827,615678.160914277,551978.737344996,504373.17755441,444826.027152155,408754.416291654,370659.777857486,342066.774059926,313132.873701545,288731.376426378,269451.469863302,249753.962010394,224011.36141378,198168.572894756,206727.222335422,175670.046542278,164317.591167225
"306",3873102.4858825,1955688.95396642,1454722.34156841,1374786.99050201,1515588.91891672,1928991.97248834,-8192947.42959077,-235.601951961809,1876619.25663736,997735.741345573,821312.586355436,601297.341906053,535760.436538847,492799.605923476,429813.699494958,387592.001570465,357928.211940131,326271.532522979,299352.658723984,274454.598769058,255022.147936191,236937.058487871,216300.853197685,186620.750290942,215350.347476953,165651.400852511,155849.602267988
"308",3916154.01501322,1885561.03686492,1391872.37139551,1319975.40511875,1441691.66538538,1673536.27212587,4298143.4445227,0,2198985.31532394,1038010.19345946,833224.052062375,597302.954131975,522291.38115655,479051.532271738,414302.411651828,373677.826085669,346501.937684148,312616.73641864,286908.775507532,262688.869913205,241348.465292209,226883.802655794,205105.775260874,177318.80984147,197476.636649189,160199.066182485,150158.36611735
"310",3796902.6428121,1841405.03947255,1343450.22918817,1244976.24227947,1336638.48973003,1490256.47056644,3054574.95178106,0,2667128.64118592,1098098.98982885,798838.963858936,591802.387806098,505816.645194223,460488.199347759,398304.137724827,358406.372947549,331311.03787469,299712.149808232,273164.130604056,249895.756168206,230940.293142114,212448.915730107,194969.382707145,166071.5498482,169601.684631297,159184.838504773,141472.550022337
"312",3685167.77919676,1809918.50933007,1286370.79614408,1174240.95300045,1199206.9185547,1345248.64778246,2285134.41647267,0,2863807.48570862,1175475.39837551,766773.896822971,604944.727226377,495026.241574477,443639.778706361,382848.763099705,345850.303865442,315958.646486879,290402.047092947,264177.907839167,239733.1075713,220600.063289945,203685.104838395,186465.308030086,159247.668483285,157230.585577925,167872.079925624,135698.564553098
"314",3544295.13726324,1723876.83053672,1235362.15846978,1122137.94236954,1100228.86669283,1229372.69060585,1808232.37849464,0,-4315909.7194984,1286546.2053858,767008.713100212,634927.399362467,482974.634054287,429491.071605772,370842.248722861,328815.398358221,298842.994678161,280464.636378889,249412.501314864,227375.741537518,209425.47168148,191885.094291491,177796.831847318,150702.901617106,148849.732807159,162836.45563855,129730.077142265
"316",3505392.92426479,1655435.4893323,1171044.28588821,1063005.03860257,1028769.05740839,1162088.23405513,1512773.20928468,-5241753.73206528,-6.13369856637578,1434451.76940993,787748.430256113,663394.116050029,478309.228460415,421090.002929836,365826.600741297,320536.906525307,289185.84902806,271762.95316229,239380.660460192,219684.206365484,200514.510162907,183874.184994476,168581.816645879,144418.943265067,142935.930398066,139487.474921588,128903.894782095
