"","240","250","260","270","280","290","300","310","320","330","340","350","360","370","380","390","400","410","420","430","440","450","460","470","480","490","500"
"300",506547.912144142,254359.944962829,203623.940357611,210577.254004197,244429.644591784,575674.81938501,-2388844.10133269,608581.95420385,197756.421026153,148550.503154419,109236.25945516,98082.6326048971,94175.0581618967,91691.0227195776,87648.2517764277,87247.5012546481,81906.5717323252,82138.7748252861,78448.3504076315,76518.5644790396,75694.5728444477,71227.1703814498,69138.8376964611,74076.0101444298,60776.4018595481,57246.9918266961,53763.9125067144
"302",513637.442345504,252547.052755212,189774.815401181,192174.28836916,217566.956128876,404007.987082794,-1174470.57011947,1569444.56845632,218117.424178429,143089.901928579,110910.6172767,95658.901699324,90794.9171338206,88728.5675032782,84216.3603322007,83660.88948935,78284.8371499434,77438.225011708,74936.2587476976,72647.5215526638,70941.7422633729,66822.781410116,65052.9616537398,63153.9904037895,58501.1525820673,54328.8176946759,50693.4550992223
"304",487928.104775023,241853.687362297,185301.592059992,182986.903221305,200588.673879729,313481.840394595,332970.858606169,7120287.34470888,247850.31482577,141060.972365454,113060.890501285,93763.947008496,89299.2469409722,85488.0357002145,78634.1657290116,79404.8148334364,75133.0880278886,73360.7286009622,71136.0117040478,68777.2930027297,66689.9579149127,64380.6882145735,61707.0228166999,54280.2889980746,59188.4398467421,50749.5290207293,48656.5699163271
"306",502610.917288176,238084.077386524,178433.111782891,176888.228060185,191531.206872302,264763.079955398,5984143.07085072,-649628.060590369,293013.470801447,144787.013281613,122527.944166257,92077.0508006677,86741.7949344815,82476.0130998344,76783.4950255702,75485.8014132153,73429.8471160553,70105.3900796012,67504.7745500183,65290.3287393222,62685.3275932699,61342.5587567293,57426.4382166762,50970.1848645135,64617.1697176388,48211.7383780193,45008.1897095614
"308",483590.274047506,234580.034521509,176423.205996393,166140.266023918,187308.627835829,230600.249096098,908017.399490706,-2233281.81380176,366352.556364716,151761.687946572,126175.631312307,90994.1605116663,84136.2136144649,80628.4697660848,74382.2588846093,71418.9892552686,70928.6275996564,66718.3997496089,64039.4414689464,62541.3498854393,59892.8629191553,58068.3470293266,54963.7828764845,47909.1895075202,57948.9368255672,46179.9501749419,42896.5385927826
"310",487601.11976117,230601.056026319,168486.839121022,158793.824866624,174570.354514581,202931.479161448,512571.570023282,-2102093.83945053,513353.724776367,163502.999748362,120068.59258658,91469.5314061768,81916.1598516152,78260.9737216681,71431.6369908704,69893.972088773,66730.7228612505,63837.3565580382,60755.77041632,59280.4546824255,56478.767948314,54818.1266647879,52248.2198233972,45591.3149089363,47410.9708556499,46154.1147018034,40253.4118538338
"312",478446.456754014,226185.254926154,163330.485104599,150892.323413778,156826.749517967,182413.772601004,350610.751651485,-1012453.42292989,1117840.54423853,182207.73043323,115711.204204062,93112.3562850806,79222.2317954463,75587.0677972613,68218.8456358499,66024.737657744,63561.6322090689,62409.1709877563,58636.2880081633,56023.6533378429,53427.1248828068,51508.847390391,49765.5212594785,42740.8261682719,44360.1300462249,50857.0635864556,38520.1817350323
"314",466430.945222017,217093.771364673,155937.994566671,144051.762079901,147723.794457531,166073.86775026,264055.080067148,-146556.594336136,4657357.07788878,206543.037356186,117336.460847165,100474.731860032,78693.9853462772,74409.4865276241,66296.8406689591,62931.0533131133,59994.0199300012,60779.5086272671,55501.7447193274,53427.6857500327,50694.2194576705,48373.5917469964,47258.6401307085,40498.2872476158,40906.2043280595,48527.3355300374,37278.9722120794
"316",462698.846236544,212053.154821897,151537.24630595,138785.14673948,139585.282466518,157493.347712389,220440.989002241,4392331.0447911,-963454.453858356,246612.156819201,123783.375462675,105717.427091371,77628.7097184055,72813.799075881,65447.3955221129,61342.6854757375,58686.4576310486,58367.1779569938,52861.5843597015,50613.3799094459,48319.5798864991,46405.2433775167,44856.2854903599,38501.7424840183,39445.5999120646,39227.0351166281,36228.4857299084
