Wavelength (nm),Absorbance (AU),Std.Dev.
190,0.195884227752686,0.0000663883372648511
191,0.190978527069092,0.0000416919045540576
192,0.184576511383057,0.0000453559624368466
193,0.176679611206055,0.0000518975420657164
194,0.168240070343018,0.0000378402658698873
195,0.1594557762146,0.000041861305720689
196,0.151126861572266,0.0000528730492744133
197,0.143488883972168,0.0000431550800269986
198,0.136287689208984,0.0000353197631690714
199,0.129716396331787,0.0000326267789554279
200,0.123616695404053,0.0000440629528584928
201,0.118209362030029,0.0000429530772583903
202,0.113558292388916,0.0000298280604801815
203,0.1094970703125,0.0000433672844022853
204,0.106020450592041,0.0000419189766960521
205,0.102925300598145,0.0000358207550722346
206,0.100119113922119,0.0000394984110320116
207,0.0974760055541992,0.0000408371426833267
208,0.0950126647949219,0.0000364468634502096
209,0.0927910804748535,0.0000389447827320179
210,0.0906877517700195,0.0000513126413433632
211,0.0885763168334961,0.000044374046799209
212,0.0865855216979981,0.0000359617105057899
213,0.084568977355957,0.0000376610805396617
214,0.0827312469482422,0.0000299231939120049
215,0.0809626579284668,0.0000243011579671614
216,0.0792655944824219,0.0000344603520501625
217,0.0775771141052246,0.0000384497547161473
218,0.0760073661804199,0.0000341571540400848
219,0.0743074417114258,0.0000261130935098516
220,0.0726513862609863,0.0000235769334952585
221,0.0709524154663086,0.0000239631428934496
222,0.0692577362060547,0.0000305548083183304
223,0.0676064491271973,0.0000243321316194193
224,0.0659580230712891,0.0000251138637801931
225,0.0643072128295898,0.0000279367167175904
226,0.0628294944763184,0.0000269412994384766
227,0.0614514350891113,0.00003233979071701
228,0.0600976943969727,0.0000359545968094831
229,0.0588726997375488,0.0000311252692782689
230,0.0576939582824707,0.0000364343843183393
231,0.056668758392334,0.000045154993461822
232,0.0556674003601074,0.0000298375874728165
233,0.0546178817749023,0.0000255152439967333
234,0.0536599159240723,0.0000298480636525294
235,0.0528068542480469,0.0000300218128942436
236,0.051971435546875,0.0000219364528209592
237,0.0512833595275879,0.0000249850840688879
238,0.050687313079834,0.0000306578852966649
239,0.0500278472900391,0.0000311380506054699
240,0.0495662689208984,0.000026560407560353
241,0.0491647720336914,0.0000338520800577142
242,0.0486955642700195,0.0000314495705563376
243,0.0482954978942871,0.0000261392022584262
244,0.0479831695556641,0.0000336525100692932
245,0.0476822853088379,0.00003140163669267
246,0.0474362373352051,0.0000275427639572886
247,0.0471811294555664,0.0000250390592539992
248,0.0469789505004883,0.0000257751325493332
249,0.0467643737792969,0.0000308952211435796
250,0.0465455055236816,0.0000270492156238751
251,0.0462884902954102,0.0000231849043659281
252,0.0460720062255859,0.0000247949590983544
253,0.0458288192749023,0.0000405374690360301
254,0.0456104278564453,0.0000411270321275704
255,0.0453228950500488,0.0000239827048879622
256,0.0451064109802246,0.00002233512578703
257,0.0448098182678223,0.0000280255943756634
258,0.0445666313171387,0.0000306300608601687
259,0.0442795753479004,0.0000278908979258495
260,0.0439648628234863,0.0000421218901867236
261,0.0435862541198731,0.0000337301204933969
262,0.0432748794555664,0.000029400984177682
263,0.0428719520568848,0.0000348515447895462
264,0.042452335357666,0.0000302951124923907
265,0.041987419128418,0.0000340421324290253
266,0.0415244102478027,0.0000356210442829931
267,0.0411405563354492,0.0000333095585792444
268,0.0407123565673828,0.0000295268680489083
269,0.0403151512145996,0.0000468078277275392
270,0.0397863388061523,0.0000400933291454425
271,0.0393280982971191,0.0000443970989189314
272,0.0388498306274414,0.0000511717591376531
273,0.0383725166320801,0.0000460376336885823
274,0.0379619598388672,0.0000497101308056723
275,0.037562370300293,0.0000395889725154644
276,0.037083625793457,0.0000343372420851017
277,0.0366806983947754,0.0000350605038877791
278,0.0362443923950195,0.0000365939511603067
279,0.0356297492980957,0.0000264918340430587
280,0.0350923538208008,0.0000291012315185758
281,0.0345802307128906,0.0000333368517131966
282,0.034090518951416,0.0000349110261062975
283,0.0335464477539062,0.0000349419489111769
284,0.0330352783203125,0.0000336119465348045
285,0.0325641632080078,0.0000358255154109216
286,0.0320906639099121,0.000029545632222808
287,0.0315890312194824,0.0000317356533787442
288,0.0310311317443848,0.0000304844982449428
289,0.030609130859375,0.0000256624127706631
290,0.0301599502563477,0.0000253543334342845
291,0.0297055244445801,0.0000246645143606836
292,0.029322624206543,0.0000348172766112686
293,0.028803825378418,0.0000570154491152344
294,0.0284290313720703,0.0000459721471463411
295,0.0280375480651855,0.0000397408800812047
296,0.0276999473571777,0.0000359166333002855
297,0.0272727012634277,0.0000402136596590155
298,0.0268778800964355,0.0000470065673917733
299,0.026580810546875,0.0000329544157486631
300,0.0262017250061035,0.0000229829821773428
301,0.0258378982543945,0.00003750074909407
302,0.0254578590393066,0.0000412553711355299
303,0.0251374244689941,0.0000317499793712936
304,0.0249233245849609,0.0000379812096154083
305,0.0246381759643555,0.0000350840047886774
306,0.0242395401000977,0.0000356114683042503
307,0.0239381790161133,0.0000403167156688737
308,0.0237522125244141,0.0000425755773190723
309,0.0234818458557129,0.0000380410272910505
310,0.0232086181640625,0.0000428987841974415
311,0.0228519439697266,0.0000385036778413275
312,0.022550106048584,0.0000338176395400477
313,0.0222630500793457,0.000029363258969003
314,0.0220546722412109,0.0000341313496090237
315,0.021815299987793,0.0000268879717119233
316,0.0215401649475098,0.0000423526967921956
317,0.0211896896362305,0.0000666447100384426
318,0.0210018157958984,0.0000382882719957461
319,0.0206513404846191,0.000038839550071134
320,0.0204029083251953,0.0000485074889096961
321,0.0202293395996094,0.0000740173541124288
322,0.0198769569396973,0.0000469109381464208
323,0.0195155143737793,0.000040001777972132
324,0.0193390846252441,0.0000633278523831949
325,0.0190262794494629,0.0000441917695773989
326,0.0187773704528809,0.0000441209669239833
327,0.0184798240661621,0.0000411774494256145
328,0.0182151794433594,0.0000511928606659043
329,0.0178418159484863,0.0000562991033292597
330,0.0176119804382324,0.0000680876043682847
331,0.0173835754394531,0.0000395063254639204
332,0.0170998573303223,0.0000452354881940205
333,0.0168375968933105,0.0000493440067635762
334,0.0165977478027344,0.0000359158419671364
335,0.0163102149963379,0.0000387721685644862
336,0.0159950256347656,0.0000539900964916922
337,0.0157380104064941,0.0000479013720652694
338,0.0155010223388672,0.000058393572623915
339,0.0152473449707031,0.0000540132542031316
340,0.0150127410888672,0.0000441312725514346
341,0.0147342681884766,0.0000341870960334023
342,0.0144672393798828,0.0000334347525086795
343,0.0141997337341309,0.0000486876190969883
344,0.0140500068664551,0.0000384305309466512
345,0.0137743949890137,0.0000433187597171594
346,0.0135889053344727,0.0000360138346770662
347,0.0132827758789062,0.0000611839864057367
348,0.0130867958068848,0.0000482431025312109
349,0.0128302574157715,0.0000481274935119231
350,0.0127534866333008,0.0000511195231968087
351,0.0124483108520508,0.0000518624805968218
352,0.0121898651123047,0.0000664773251260508
353,0.0119242668151855,0.0000446078549208707
354,0.0117559432983398,0.0000444776872509559
355,0.0115432739257812,0.0000672982632848259
356,0.0114612579345703,0.00004968839959991
357,0.011258602142334,0.0000407395893928482
358,0.0111083984375,0.0000451386254293017
359,0.0108985900878906,0.0000584208229592894
360,0.0106515884399414,0.0000588512490197874
361,0.0104184150695801,0.0000625438782961639
362,0.0102324485778809,0.0000613287480646878
363,0.0100536346435547,0.0000693072598463806
364,0.00995922088623047,0.0000661808062059007
365,0.00971078872680664,0.0000537928534335955
366,0.0095977783203125,0.0000604737810611255
367,0.00940656661987305,0.0000513513992112472
368,0.00927019119262695,0.0000469024552652979
369,0.00923633575439453,0.000051353613063039
370,0.00903558731079102,0.0000629966676196938
371,0.00892114639282227,0.0000827199092648718
372,0.00869131088256836,0.0000653145075665883
373,0.00861454010009766,0.0000597408645450892
374,0.00851631164550781,0.0000573890903290444
375,0.00831985473632813,0.000038563422102252
376,0.00820350646972656,0.0000443291889167638
377,0.0081324577331543,0.0000509513389360192
378,0.00793886184692383,0.0000507993851285915
379,0.00784969329833984,0.0000697748173669447
380,0.00770425796508789,0.0000778238561932096
381,0.00754356384277344,0.0000830491003617438
382,0.00763654708862305,0.0000662683572114971
383,0.00737857818603516,0.000076010295967142
384,0.00711917877197266,0.0000523924488527538
385,0.00701808929443359,0.0000645810756232443
386,0.00701761245727539,0.000056693511763389
387,0.00690937042236328,0.0000938848651393415
388,0.00681257247924805,0.0000874914976296089
389,0.00653314590454102,0.0000649969452338743
390,0.00651979446411133,0.0000629948629454079
391,0.00632524490356445,0.0000541267938094069
392,0.00642490386962891,0.0000540437651159321
393,0.00638389587402344,0.0000659174554857829
394,0.00618553161621094,0.0000583029711753725
395,0.00603342056274414,0.0000595683941278181
396,0.00585317611694336,0.0000557583531963869
397,0.005889892578125,0.0000650389103379345
398,0.00563621520996094,0.000065451871012416
399,0.00551223754882813,0.0000438249408039416
400,0.00552129745483398,0.0000545452522514535
401,0.0052952766418457,0.0000900275626397241
402,0.00542068481445313,0.0000676302362498909
403,0.00521469116210938,0.0000691594725010525
404,0.00513982772827148,0.0000844553858475242
405,0.00515222549438477,0.0000512084035963512
406,0.00488853454589844,0.0000763013955293346
407,0.00486993789672852,0.0000598938600982427
408,0.00495767593383789,0.0000564422941298024
409,0.00464105606079102,0.0000678819188483394
410,0.00449943542480469,0.0000626873131716887
411,0.00466346740722656,0.000046764088897497
412,0.00461769104003906,0.0000444162998794722
413,0.00443696975708008,0.0000394552134568055
414,0.00426816940307617,0.0000629352796626908
415,0.00416994094848633,0.0000876965632062733
416,0.00406742095947266,0.0000633242618600236
417,0.00401496887207031,0.0000721821845941342
418,0.00391817092895508,0.0000522631798027976
419,0.00387048721313477,0.0000535810947348407
420,0.00394392013549805,0.0000568267069737681
421,0.00395870208740234,0.0000726766157752704
422,0.00347375869750977,0.0000536277533917255
423,0.00366783142089844,0.000062987643731203
424,0.00341606140136719,0.0000851404730243242
425,0.00355386734008789,0.000067920427715583
426,0.00336933135986328,0.0000474147362741264
427,0.00356817245483398,0.0000526586712599923
428,0.00316381454467773,0.0000560816045202748
429,0.00346183776855469,0.0000555049512693964
430,0.00316905975341797,0.0000475607717572686
431,0.00300931930541992,0.0000572303922296515
432,0.00310277938842773,0.0000559385066072537
433,0.00306940078735352,0.000059911889699663
434,0.00265216827392578,0.0000545733825943855
435,0.00268173217773437,0.000042916006507002
436,0.00279331207275391,0.0000420712535644927
437,0.00280570983886719,0.000050266191106577
438,0.00279426574707031,0.0000550648858064123
439,0.00258016586303711,0.00005330455079237
440,0.00268411636352539,0.0000440397258339646
441,0.00270843505859375,0.0000623946477747813
442,0.00241374969482422,0.0000627126977903326
443,0.00246572494506836,0.0000385295046291652
444,0.00237035751342773,0.0000339593769355104
445,0.00240659713745117,0.0000483607860317539
446,0.00224590301513672,0.0000520091427530815
447,0.00213956832885742,0.0000566463678861462
448,0.00223541259765625,0.0000647059414552611
449,0.00225687026977539,0.0000504896025160805
450,0.00208711624145508,0.0000581956260875931
451,0.00209760665893555,0.0000475416451202885
452,0.00194311141967773,0.0000540122017952832
453,0.00184726715087891,0.0000580802535193829
454,0.00197076797485352,0.0000390621030217354
455,0.00178241729736328,0.0000506278919497104
456,0.00174236297607422,0.0000849104933128376
457,0.00176429748535156,0.00005882516439901
458,0.00159597396850586,0.0000392653033830339
459,0.00146818161010742,0.0000412312518348665
460,0.00148963928222656,0.0000409927450698682
461,0.00141000747680664,0.0000541141900616963
462,0.0013117790222168,0.0000514630796937257
463,0.0014338493347168,0.0000539047482632725
464,0.0012660026550293,0.0000552565597978144
465,0.00119972229003906,0.0000618217122904671
466,0.00111675262451172,0.0000673337292026667
467,0.0011601448059082,0.0000709318312903864
468,0.00117635726928711,0.0000692662394354396
469,0.00114822387695312,0.0000606399271611178
470,0.0012354850769043,0.0000605836574980611
471,0.000985145568847656,0.000057474209492948
472,0.00102472305297852,0.000045664471720254
473,0.000979423522949219,0.0000465875028193546
474,0.00117826461791992,0.0000579823004468056
475,0.00104665756225586,0.0000611821282632594
476,0.000765323638916016,0.000071830101233103
477,0.000841617584228516,0.0000540111493669285
478,0.00064849853515625,0.0000545890042990253
479,0.000681877136230469,0.0000356018897498194
480,0.000650882720947266,0.0000405900191212281
481,0.000665664672851563,0.0000568597070967422
482,0.000568866729736328,0.0000719123555050234
483,0.000577449798583984,0.0000519993052681564
484,0.000436782836914063,0.0000429775528905858
485,0.00208044052124023,0.0000387090754367874
486,-0.000933170318603516,0.0000432491565355181
487,0.000413417816162109,0.0000343074311328011
488,0.00022125244140625,0.0000504805949601431
489,0.000369071960449219,0.0000781780301358002
490,0.000260353088378906,0.0000747570569827304
491,0.000293254852294922,0.0000633422124406092
492,0.000345230102539062,0.0000670240382678628
493,0.000284194946289062,0.000048324334797695
494,0.000148296356201172,0.0000466192157454856
495,0.000246524810791016,0.0000481994868109736
496,0.0000944137573242188,0.0000668576030496046
497,0.000192165374755859,0.0000670036806573088
498,0.0000391006469726562,0.0000657776076640772
499,0.0000500679016113281,0.0000714794646096686
500,-0.0000858306884765625,0.0000425060944864473
501,-0.000172615051269531,0.0000515171740938022
502,-0.000128269195556641,0.0000594116902434255
503,-0.0000615119934082031,0.000040489764674107
504,-0.000188827514648437,0.0000462925144170465
505,-0.0000481605529785156,0.0000651785988801642
506,-0.000228404998779297,0.000085368501482142
507,-0.000306606292724609,0.000071258044598475
508,-0.000322341918945312,0.0000651628988681624
509,-0.000264167785644531,0.000087657663600672
510,-0.000331878662109375,0.0000543824364707036
