Wavelength (nm),Absorbance (AU),Std.Dev.
190,0.309865474700928,0.0000663968989725336
191,0.304447650909424,0.000040023087630736
192,0.299814701080322,0.0000400678010238371
193,0.295741558074951,0.0000627942217049987
194,0.291828632354736,0.0000709782961671784
195,0.288251876831055,0.0000752602526501629
196,0.284981727600098,0.0000491084400952488
197,0.281683921813965,0.0000576637895882835
198,0.277727603912354,0.000061705749885828
199,0.273271560668945,0.0000423191298897865
200,0.268677711486816,0.0000459857463618867
201,0.263991832733154,0.000050228859261565
202,0.259536266326904,0.0000494176786291913
203,0.254961967468262,0.0000601108040480754
204,0.250044345855713,0.000060511368100034
205,0.244739055633545,0.0000487844264172934
206,0.238761901855469,0.0000625438782961639
207,0.232206344604492,0.0000472706546963162
208,0.224881649017334,0.0000581037376851189
209,0.217144966125488,0.0000461634029626466
210,0.208826065063477,0.000039818044136618
211,0.19972038269043,0.0000480411957863928
212,0.190465450286865,0.0000521303190945299
213,0.180703639984131,0.0000449177059637457
214,0.170803070068359,0.0000489542494495796
215,0.160718441009521,0.000031150826688434
216,0.150662899017334,0.0000322553111194012
217,0.140671253204346,0.000053629873275248
218,0.130894184112549,0.0000447351025975532
219,0.1214599609375,0.0000341346803091642
220,0.112380027770996,0.00003155783101611
221,0.103645801544189,0.0000305124554208891
222,0.0955185890197754,0.0000258015832845264
223,0.0878853797912598,0.000029765583281266
224,0.0808353424072266,0.0000306022111248813
225,0.0743379592895508,0.0000319560951906583
226,0.0683178901672363,0.0000378492779604854
227,0.0629372596740723,0.0000316387832594559
228,0.0579752922058106,0.0000290572490447567
229,0.053675651550293,0.0000372421726031621
230,0.0496659278869629,0.00004218055251349
231,0.0461711883544922,0.0000422478798548444
232,0.0430035591125488,0.0000395983043737404
233,0.0401277542114258,0.0000418748825075152
234,0.0376853942871094,0.0000382481663325414
235,0.0355973243713379,0.000028116718297246
236,0.0337615013122559,0.0000351972366905763
237,0.0321855545043945,0.0000328516232550433
238,0.0308551788330078,0.0000393838338719692
239,0.0297646522521973,0.0000313708481035685
240,0.0288190841674805,0.0000394624163364422
241,0.0279359817504883,0.0000354394602065205
242,0.0272154808044434,0.00003207062239601
243,0.026576042175293,0.0000324240502070707
244,0.025935173034668,0.0000362929153119813
245,0.0254554748535156,0.0000263827152497728
246,0.0249910354614258,0.000024698484761312
247,0.0245614051818848,0.0000383350089058092
248,0.0241827964782715,0.0000311563005487818
249,0.023888111114502,0.000029046487643802
250,0.0235595703125,0.0000172173874138649
251,0.0231566429138184,0.0000269302201909977
252,0.0229620933532715,0.0000445619568071631
253,0.0226302146911621,0.0000406571841188282
254,0.0224447250366211,0.0000526251970723015
255,0.0221753120422363,0.0000610779820638919
256,0.0220232009887695,0.0000347388224097328
257,0.0218362808227539,0.0000257641033949774
258,0.0215520858764648,0.0000334542982881191
259,0.0213894844055176,0.0000335823380692654
260,0.0212268829345703,0.0000415984057021506
261,0.0210919380187988,0.0000484019076579564
262,0.0209507942199707,0.0000487634483787326
263,0.0207386016845703,0.0000394631365520983
264,0.0205397605895996,0.0000395293402558752
265,0.020411491394043,0.0000472562223772246
266,0.0202555656433105,0.0000347731679029551
267,0.0199861526489258,0.0000408162580349125
268,0.0199480056762695,0.0000523674889556567
269,0.0196022987365723,0.0000517505636317916
270,0.0194354057312012,0.0000509256727211876
271,0.0192465782165527,0.0000425428543533239
272,0.0190925598144531,0.0000533865996452379
273,0.0189447402954102,0.0000440616627894595
274,0.0187711715698242,0.0000386657310736279
275,0.0185117721557617,0.0000444290959097799
276,0.0183010101318359,0.0000382645107510431
277,0.0181636810302734,0.0000338403238218821
278,0.0179257392883301,0.0000407828203520458
279,0.0177168846130371,0.0000407946659992195
280,0.0175485610961914,0.0000393325626894022
281,0.0172214508056641,0.000048432432549998
282,0.0170102119445801,0.000043239955286398
283,0.0167031288146973,0.0000344347748277298
284,0.0164837837219238,0.0000266154595271881
285,0.0163030624389648,0.0000260864138756588
286,0.0160083770751953,0.0000390402688248281
287,0.0157008171081543,0.0000496277306795414
288,0.0154585838317871,0.0000325797047314408
289,0.0152106285095215,0.0000242888744623314
290,0.0149679183959961,0.000029304640425019
291,0.0147128105163574,0.0000333470808793512
292,0.0143771171569824,0.0000337520215304129
293,0.0141592025756836,0.0000376444741256927
294,0.0139398574829102,0.0000405087128365467
295,0.0137290954589844,0.0000354955543561417
296,0.0134649276733398,0.0000323503351550851
297,0.0133252143859863,0.0000431017008389336
298,0.013089656829834,0.000031318256535817
299,0.0128860473632812,0.000040540273426835
300,0.012629508972168,0.0000422922571858512
301,0.0125255584716797,0.0000388593029021027
302,0.0122976303100586,0.0000395429989508017
303,0.0120720863342285,0.0000462667209499475
304,0.0119528770446777,0.0000328913962573634
305,0.0118117332458496,0.0000433371267986365
306,0.0116639137268066,0.0000489751457603819
307,0.0114669799804687,0.0000435673667163865
308,0.0112767219543457,0.0000437535445466341
309,0.0111289024353027,0.0000463109295266062
310,0.0110344886779785,0.0000444738530226545
311,0.0108132362365723,0.0000441080815036203
312,0.0107417106628418,0.0000296013733083341
313,0.0105605125427246,0.0000363555109350908
314,0.0104508399963379,0.0000394134107966839
315,0.0103111267089844,0.0000455448135474129
316,0.0101070404052734,0.0000341646419985316
317,0.0099945068359375,0.0000413125120429121
318,0.00979137420654297,0.0000409691648941242
319,0.00972461700439453,0.0000490748608790154
320,0.00953388214111328,0.0000312146286649883
321,0.00942516326904297,0.0000429630014925419
322,0.00925445556640625,0.0000294459010660794
323,0.00912618637084961,0.0000430871913681315
324,0.00904750823974609,0.0000485777489246629
325,0.00894546508789063,0.0000309659754046755
326,0.00881004333496094,0.000035038609569384
